sellerServiceStatus,logNo,title,categoryNo,parentCategoryNo,sourceCode,commentCount,readCount,addDate,openType,searchYn,greenReviewBannerYn,memologMovingYn,isPostSelectable,isPostNotOpen,isPostBlocked,isBlockTmpForced,postProductStatus
,223246981882,%5B20.Blog%5D+10%EC%9B%94+26%EC%9D%BC+%EA%B3%B0%EC%9D%B4%EC%9D%98+%EB%B8%94%EB%A1%9C%EA%B9%85,18,15,0,14.0,,2023. 10. 26.,2,True,False,0,0,0,0,0,
,223246706899,%EC%95%A0%EA%B2%AC+%EB%8F%99%EB%B0%98+%EA%B0%80%EB%8A%A5%ED%95%9C+%ED%9E%99%EB%8B%B9%EB%8F%99+%ED%95%AB%ED%94%8C+%EC%B9%B4%ED%8E%98+%EC%97%90%ED%94%84%EC%98%A4%EC%BB%A4%ED%94%BC+F5+Coffee,23,23,0,19.0,,2023. 10. 26.,2,True,False,0,0,0,0,0,
,223246661034,%5B%ED%9E%88%ED%83%80+%EC%97%AC%ED%96%89+7%5D+%ED%9B%84%EC%BF%A0%EC%98%A4%EC%B9%B4+%EC%9C%A0%ED%9B%84%EC%9D%B8+%EB%8B%B9%EA%B3%A0+%EB%A7%9B%EC%A7%91+%ED%95%98%EB%82%98%EC%9A%94%EB%A6%AC,8,7,0,9.0,,2023. 10. 25.,2,True,False,0,0,0,0,0,
,223245724296,%EC%97%AC%EB%9F%AC%EA%B0%80%EC%A7%80+%EC%8A%A4%ED%8F%AC%EC%B8%A0+%EC%BB%A8%ED%85%90%EC%B8%A0%EB%A5%BC+%ED%95%9C%EB%B2%88%EC%97%90%21+%EB%B0%80%EB%A6%AC%ED%86%A0%ED%94%BC%EC%95%84+%ED%98%B8%ED%85%94+%ED%9C%98%ED%8A%B8%EB%8B%88%EC%8A%A4%EC%84%BC%ED%84%B0,23,23,0,18.0,,2023. 10. 24.,2,True,False,0,0,0,0,0,
,223245501693,%EC%9D%B4%ED%83%9C%EC%9B%90%EC%97%AD+%EC%95%A4%ED%8B%B1+%EA%B0%80%EA%B5%AC%EA%B1%B0%EB%A6%AC+%EA%B0%80%EC%9D%84+%EA%B0%90%EC%84%B1%EC%B9%B4%ED%8E%98+%7C+%EC%BB%A4%ED%94%BC%EC%98%A4%EB%B8%8C%EC%BD%9C%EC%8A%A4,23,23,0,15.0,,2023. 10. 24.,2,True,False,0,0,0,0,0,
,223244798079,%ED%91%9C%EA%B3%A0%EB%B2%84%EC%84%AF+%EC%9E%A1%EC%B1%84+%EC%89%BD%EA%B2%8C+%EB%A7%8C%EB%93%9C%EB%8A%94%EB%B2%95%21+%EC%B1%84%EC%8B%9D%EC%9C%BC%EB%A1%9C+%EB%A7%9B%EC%9E%88%EA%B2%8C+%EB%A8%B9%EA%B3%A0+%EC%82%B4%EA%B8%B0,24,7,0,29.0,,2023. 10. 24.,2,True,False,0,0,0,0,0,
,223244267995,%EB%B0%B1%EB%A7%8C+%EB%85%84%EB%A7%8C%EC%97%90+%EC%A7%91%EC%97%90%EC%84%9C+%EC%85%80%ED%94%84%EC%88%98%EB%A0%A8%2C+%ED%95%98%ED%83%80%EC%9A%94%EA%B0%80+50%EB%B6%84+%EC%8B%9C%ED%80%80%EC%8A%A4+%ED%98%84%EC%9E%90%EC%84%B8+%EC%95%84%EC%89%AC%EC%99%80%EC%82%B0%EC%B0%B0%EB%9D%BC+%EC%88%A9%ED%83%80+%EB%B9%84%EB%9D%BC%EC%82%AC%EB%82%98+%EC%9A%B0%EC%8A%A4%ED%8A%B8%EB%9D%BC%EC%95%84%EC%82%AC%EB%82%98+%EC%8B%9C%EB%A5%B4%EC%82%AC%EC%95%84%EC%82%AC%EB%82%98+%EB%8B%88%EB%9D%BC%EB%9E%8C%EB%B0%94+%EC%82%B4%EB%9E%8C%EB%B0%94%EC%82%AC%EB%A5%B4%EB%B0%A9%EA%B0%80,19,15,0,24.0,,2023. 10. 23.,2,True,False,0,0,0,0,0,
,223243772367,%5B%ED%9E%88%ED%83%80+%EC%97%AC%ED%96%89+6%5D+%EC%BD%94%EC%BD%94%EB%85%B8%EC%97%90+%EB%A7%88%EC%B9%98+%EC%95%84%EC%86%8C%EC%82%B0+%EB%A3%8C%EC%B9%B8+%EB%A7%9B%EC%A7%91+%EC%B6%94%EC%B2%9C+%EB%8B%88%ED%9E%88%ED%82%A4%EB%85%B8+%EC%98%A4%EB%8B%88,8,7,0,12.0,,2023. 10. 23.,2,True,False,0,0,0,0,0,
,223241332207,%EA%B3%B5%EB%8D%95%EB%AF%B8%EC%9A%A9%EC%8B%A4+%EC%B6%94%EC%B2%9C%21+%EB%9D%BC%EC%9D%B4%EC%A6%88%ED%97%A4%EC%96%B4%EC%97%90%EC%84%9C+%EC%A4%91%EB%8B%A8%EB%B0%9C+%ED%97%88%EC%89%AC+%EB%A0%88%EC%9D%B4%EC%96%B4%EB%93%9C%EC%BB%B7+%EC%BB%A4%ED%8A%B8+%ED%9B%84%EA%B8%B0+%7C+%EB%A7%88%ED%8F%AC%EB%AF%B8%EC%9A%A9%EC%8B%A4+%EA%B3%B5%EB%8D%95%EC%97%AD+%EB%A7%88%ED%8F%AC%EC%97%AD,23,23,0,12.0,,2023. 10. 19.,2,True,False,0,0,0,0,0,
,223241256146,ai+%EB%A7%90%ED%88%AC%EB%A1%9C+%EC%B9%9C%EA%B5%AC+%EA%B3%A8%EB%A0%A4%EB%A8%B9%EA%B8%B0+%28%EC%84%B1%EA%B3%B5%5E%5E%29,19,15,0,5.0,,2023. 10. 19.,2,True,False,0,0,0,0,0,
,223240064947,%EC%84%9C%EC%B4%88%EB%8F%99+%ED%95%9C%EC%A0%84%EC%95%84%ED%8A%B8%EC%84%BC%ED%84%B0+%EC%88%98%EC%98%81%EC%9E%A5+%EB%8B%A4%EB%85%80%EC%99%94%EC%96%B4%EC%9A%94+%7C+%EC%96%91%EC%9E%AC%EC%97%AD+%EC%9E%90%EC%9C%A0%EC%88%98%EC%98%81+%EC%8B%9C%EA%B0%84%2C+%EA%B0%80%EA%B2%A9%2C+%EC%9E%90%ED%8C%90%EA%B8%B0,19,15,0,14.0,,2023. 10. 18.,2,True,False,0,0,0,0,0,
,223237607120,%EC%A6%90%EA%B1%B0%EC%9A%B4+%EB%A8%B9%EB%B6%80%EB%A6%BC+%EC%A7%91%EB%93%A4%EC%9D%B4+%7C+%ED%94%8C%EC%8A%A4+4+%EA%B2%8C%EC%9E%84+%EC%B6%94%EC%B2%9C+%EC%98%A4%EB%B2%84%EC%BF%A1%ED%8A%B82%2C+%EC%BD%9C%EC%98%A4%EB%B8%8C%EB%93%80%ED%8B%B0,19,15,0,33.0,,2023. 10. 16.,2,True,False,0,0,0,0,0,
,223237577673,%ED%96%84%EA%B3%B0%EC%9D%B4%EB%84%A4+%EB%93%B1%EC%82%B0%EC%9D%BC%EC%A7%80+%7C+%EA%B8%88%EC%B2%9C%EA%B5%AC+%ED%98%B8%EC%95%94%EC%82%B0+%ED%98%B8%EC%95%95%EC%82%AC,22,7,0,12.0,,2023. 10. 16.,2,True,False,0,0,0,0,0,
,223237484863,%5B20.Blog%5D+10%EC%9B%94+15%EC%9D%BC+%EA%B3%B0%EC%9D%B4%EC%9D%98+%EB%B8%94%EB%A1%9C%EA%B9%85,18,15,0,2.0,,2023. 10. 15.,2,True,False,0,0,0,0,0,
,223236199112,Worst+%EB%96%A1%EB%B3%B6%EC%9D%B4+in+my+life%21%21%21+%EB%85%B8%EB%A7%9B%EC%A7%91+%EC%8B%A0%EB%8B%B9%EB%8F%99%EB%96%A1%EB%B3%B6%EC%9D%B4+%EC%82%BC%EB%8C%80%ED%95%A0%EB%A8%BC%EB%84%A4+%EC%98%81%EC%97%85%EC%8B%9C%EA%B0%84+24%EC%8B%9C,6,7,0,29.0,,2023. 10. 14.,2,True,False,0,0,0,0,0,
,223236189357,%5B20.Blog%5D+10%EC%9B%94+14%EC%9D%BC+%EA%B3%B0%EC%9D%B4%EC%9D%98+%EB%B8%94%EB%A1%9C%EA%B9%85,18,15,0,2.0,,2023. 10. 14.,2,True,False,0,0,0,0,0,
,223236185329,%EB%82%A8%EA%B5%AC%EB%A1%9C%EC%97%AD+%EC%B9%B4%ED%8E%98+%EB%B2%88%EC%B8%A0%EC%BB%A4%ED%94%BC+%7C+%EA%B5%AC%EB%A1%9C%EA%B5%AC%EC%B2%AD%EA%B3%BC+%EA%B3%A0%EB%8C%80%EA%B5%AC%EB%A1%9C%EB%B3%91%EC%9B%90+%EC%95%9E+%EC%8A%A4%EC%BD%98+%EB%A7%9B%EC%A7%91,6,7,0,15.0,,2023. 10. 14.,2,True,False,0,0,0,0,0,
,223235219274,%5B20.Blog%5D+10%EC%9B%94+13%EC%9D%BC+%ED%96%84%EC%9D%B4%EC%9D%98+%EB%B8%94%EB%A1%9C%EA%B9%85,19,15,0,16.0,,2023. 10. 13.,2,True,False,0,0,0,0,0,
,223235185509,%5B20.Blog%5D+%EA%B8%B0%EB%A1%9D%EC%9D%B4+%EC%8C%93%EC%9D%B4%EB%A9%B4+%26%2339%3B%EC%82%AC%EB%9E%91%26%2339%3B%EC%9D%B4+%EB%90%9C%EB%8B%A4,18,15,0,11.0,,2023. 10. 13.,2,True,False,0,0,0,0,0,
,223234231983,%5B%ED%9E%88%ED%83%80+%EC%97%AC%ED%96%89+5%5D+%EA%B0%80%EC%9D%B4%EC%84%B8%ED%82%A4+%EB%9C%BB+%EC%8B%A0%EC%8B%9C%EC%9A%94+%EB%A3%8C%EC%B9%B8%EC%97%90%EC%84%9C%EC%9D%98+%EC%8B%9D%EC%82%AC+%EC%98%88%EC%95%BD,8,7,0,24.0,,2023. 10. 12.,2,True,False,0,0,0,0,0,
,223234177891,%EA%B7%B8%EB%A3%B9%EC%88%98%EC%97%85%EC%9C%BC%EB%A1%9C+%EC%A0%80%EB%A0%B4%ED%95%9C+%EA%B0%9C%ED%8F%AC%EB%8F%99+%ED%8F%BC%ED%95%84%EB%9D%BC%ED%85%8C%EC%8A%A4+%ED%9B%84%EA%B8%B0+%EB%B0%8F+%EA%B0%80%EA%B2%A9,23,23,0,13.0,,2023. 10. 11.,2,True,False,0,0,0,0,0,
,223233212278,%EC%82%BC%EC%84%B1%EB%8F%99PT%EB%8A%94+%EC%97%90%EC%9D%B4%EB%B8%94%EC%A7%90+%EC%82%BC%EC%84%B1%EC%A4%91%EC%95%99%EC%97%AD%EC%A0%90+%ED%97%AC%EC%8A%A4%EA%B0%80+%EB%8B%B5%EC%9D%B4%EB%8B%A4,23,23,0,11.0,,2023. 10. 10.,2,True,False,0,0,0,0,0,
,223231524307,2023+%EC%84%9C%EC%9A%B8%EB%8B%AC%EB%A6%AC%EA%B8%B0+100%EC%9D%BC+%EC%A1%B4%EB%B2%84%ED%96%88%EB%8D%94%EB%8B%88+%EC%A7%80%EA%B0%81%ED%95%9C+%EA%B1%B4%EC%97%90+%EB%8C%80%ED%95%98%EC%97%AC..+%EA%B7%B8%EB%9E%98%EB%8F%84+11km+%EC%BD%94%EC%8A%A4+%EC%99%84%EC%A3%BC%ED%95%A8,19,15,0,52.0,,2023. 10. 9.,2,True,False,0,0,0,0,0,
,223229089622,%EC%9E%98+%EB%A8%B9%EA%B3%A0+%EC%9E%98+%EB%86%80%EC%95%98%EB%8D%98+%EC%B6%94%EC%84%9D+%EB%AA%A8%EC%9D%8C.zip,21,15,0,17.0,,2023. 10. 5.,2,True,False,0,0,0,0,0,
,223228910432,%EC%98%A4%ED%8A%B8%EB%9D%BC%EB%96%BC%EC%99%80+%EB%B9%84%EA%B1%B4%EB%94%94%EC%A0%80%ED%8A%B8%EB%A1%9C+%EC%A6%90%EA%B8%B0%EB%8A%94+%EC%97%B0%ED%9C%B4+%7C+%EB%A7%A4%EB%A8%B8%EB%93%9C%EC%9D%B5%EC%8A%A4%ED%94%84%EB%A0%88%EC%8A%A4+%EC%84%9C%EC%9A%B8%EC%88%B2%EC%95%84%EC%9D%B4%EC%BD%94%EB%8B%89%EC%A0%90+%EA%B0%80%EA%B2%A9%2C+%EC%B6%94%EC%B2%9C%EB%A9%94%EB%89%B4,6,7,0,27.0,,2023. 10. 5.,2,True,False,0,0,0,0,0,
,223228217375,%EC%B0%B8%EA%B8%B0%EB%A6%84+%EB%93%A4%EA%B8%B0%EB%A6%84+%EB%B0%9C%EC%95%94%EB%AC%BC%EC%A7%88+%EC%97%86%EC%9D%B4%2C+%EB%B9%84%EA%B1%B4+%EC%88%9C%EB%91%90%EB%B6%80%EB%AF%B8%EC%97%AD%EA%B5%AD%EA%B3%BC+%EB%B0%94%EC%82%AD%ED%95%9C+%EA%B9%80%EC%B9%98%EC%A0%84+%EB%A7%8C%EB%93%9C%EB%8A%94%EB%B2%95+%7C+%EC%A0%A4%EB%A6%AC%EA%B3%B0%EB%B0%A5%EC%83%81,24,7,0,29.0,,2023. 10. 4.,2,True,False,0,0,0,0,0,
,223227932376,%5B%ED%9E%88%ED%83%80+%EC%97%AC%ED%96%89+1%5D+%EC%95%84%EC%8B%9C%EC%95%84%EB%82%98+%EB%B9%84%EC%A6%88%EB%8B%88%EC%8A%A4+%ED%9B%84%EC%BF%A0%EC%98%A4%EC%B9%B4+%EA%B0%80%EB%8A%94%EB%B2%95,8,7,0,22.0,,2023. 10. 4.,2,True,False,0,0,0,0,0,
,223226556482,%5B%ED%96%84%EC%9D%B4%EC%9D%98+%EA%B7%B8%EB%A6%BC%EC%9D%BC%EA%B8%B0%5D+%EC%95%8C%EB%9D%BC%EB%B7%B0+%EC%83%A4%EB%A8%B8,19,15,0,53.0,,2023. 10. 2.,2,True,False,0,0,0,0,0,
,223225873334,%EC%9D%BC%EB%B3%B8%EC%97%90+%EA%B0%84+%EA%B3%B0%EC%9D%B4%EC%99%80+%EC%8B%9C%EA%B3%A8%EC%97%90+%EA%B0%84+%ED%96%84%EC%9D%B4,19,15,0,31.0,,2023. 10. 1.,2,True,False,0,0,0,0,0,
,223225215978,%EB%B4%89%EC%A4%80%ED%98%B8%EA%B0%80+%EA%B7%B9%EC%B0%AC%ED%95%9C+%EC%98%81%ED%99%94+%EC%9E%A0+%EB%AC%B4%EC%84%AD%EB%82%98%EC%9A%94+%7C+%EB%A9%94%EA%B0%80%EB%B0%95%EC%8A%A4+%EC%9D%B4%EC%88%98%EC%A0%90,9,7,0,24.0,,2023. 9. 30.,2,True,False,0,0,0,0,0,
,223223933138,%EB%8C%80%EB%A6%BC%EB%8F%99+%EC%B0%A8%EC%9D%B4%EB%82%98%ED%83%80%EC%9A%B4+%EB%A7%9B%EC%A7%91+%7C+%EC%97%B0%EA%B8%B8%EB%83%89%EB%A9%B4+%EB%94%A4%EC%84%AC,6,7,0,50.0,,2023. 9. 28.,2,True,False,0,0,0,0,0,
,223223808194,%EC%BB%A4%EB%A8%BC%EA%B7%B8%EB%9D%BC%EC%9A%B4%EB%93%9C+%EC%95%B1%EC%86%94%EB%A3%A8%ED%8A%B8+%EB%B3%B4%EB%93%9C%EC%B9%B4+%ED%8C%9D%EC%97%85%EC%8A%A4%ED%86%A0%EC%96%B4+%7C+%EA%B1%B4%EB%8C%80+%EB%86%80+%EB%A7%8C%ED%95%9C+%EA%B3%B3+%EB%86%80%EA%B1%B0%EB%A6%AC,22,7,0,27.0,,2023. 9. 28.,2,True,False,0,0,0,0,0,
,223222534083,%EC%BB%A4%EB%A8%BC%EA%B7%B8%EB%9D%BC%EC%9A%B4%EB%93%9C+%EC%9D%B8%EB%8D%B1%EC%8A%A4%EC%88%8D+%EC%BB%A4%ED%94%BC%2C+%EC%8B%9D%EB%AC%BC%EC%9C%A0%EC%B9%98%EC%9B%90+%EC%A0%84%EC%8B%9C+%7C+%EA%B1%B4%EB%8C%80+%EB%86%80+%EB%A7%8C%ED%95%9C+%EA%B3%B3,22,7,0,48.0,,2023. 9. 26.,2,True,False,0,0,0,0,0,
,223220294256,%EC%9D%B4%EB%94%94%EC%95%BC+%ED%95%A0%EB%A7%A4%EB%8B%88%EC%96%BC+%EC%8B%A0%EB%A9%94%EB%89%B4+%ED%83%90%EB%B0%A9+%7C+%EC%95%BD%EA%B3%BC+%ED%81%AC%EB%A6%BC%EC%B9%98%EC%A6%88+%EC%BF%A0%ED%82%A4+%EB%A6%AC%EC%B9%98%ED%8C%8C%EC%9D%B8+%EC%97%90%EC%9D%B4%EB%93%9C,6,7,0,128.0,,2023. 9. 24.,2,True,False,0,0,0,0,0,
,223219792439,%EA%B1%B4%EB%8C%80%EC%97%AD+%EB%A7%88%EB%9D%BC%ED%83%95+%EC%9E%90%EC%96%91%EB%8F%99+%EB%A7%9B%EC%A7%91+%7C+%ED%97%88%EC%94%A8%EC%A0%84%ED%86%B5%EC%A4%91%EA%B2%BD%EB%A7%88%EB%9D%BC%EC%83%B9%EA%B6%88+3%ED%98%B8%EC%A0%90+%EA%B0%80%EA%B2%A9,6,7,0,59.0,,2023. 9. 23.,2,True,False,0,0,0,0,0,
,223218284311,%EB%AF%B8%EB%82%98%EB%A6%AC+%EB%93%AC%EB%BF%8D+%EB%B2%84%EC%84%AF%EB%A7%A4%EC%9A%B4%ED%83%95+%EB%A7%9B%EC%A7%91+%7C+%EC%8B%A0%EC%82%AC%EB%8F%99%EC%9D%B8%EB%8F%99+%EC%84%A0%EB%A6%89%EC%97%AD%EC%A0%90,6,7,0,59.0,,2023. 9. 22.,2,True,False,0,0,0,0,0,
,223217217468,%EC%A0%90%EC%8B%AC+%EB%A9%94%EB%89%B4+%EC%B6%94%EC%B2%9C+%7C+%EC%97%AD%EC%A0%84%EC%9A%B0%EB%8F%990410+%EB%8C%80%EC%A0%84%EC%97%AD%EC%A0%90+%EB%A7%A4%EC%BD%A4%EC%B9%98%ED%82%A8%EB%A7%88%EC%9A%94%EB%8D%AE%EB%B0%A5+%EB%A6%AC%EB%B7%B0,6,7,0,27.0,,2023. 9. 20.,2,True,False,0,0,0,0,0,
,223217209813,%EB%8C%80%EC%A0%84%EC%95%8C%EB%AA%BB%EC%9D%98+%EB%8C%80%EC%A0%84%EB%82%98%EB%93%A4%EC%9D%B4,22,7,0,4.0,,2023. 9. 20.,2,True,False,0,0,0,0,0,
,223216908017,%5B%EC%8B%A0%EB%9D%BC%EB%8A%94+%EA%B2%BD%EC%A3%BC%EC%97%AC%ED%96%89+4%5D+%EB%8F%99%EA%B6%81%EA%B3%BC+%EC%9B%94%EC%A7%80+%EC%95%88%EC%95%95%EC%A7%80+%EC%B2%A8%EC%84%B1%EB%8C%80+%EC%95%BC%EA%B2%BD+%EC%A0%90%EB%93%B1%EC%8B%9C%EA%B0%84,22,7,0,18.0,,2023. 9. 20.,2,True,False,0,0,0,0,0,
,223216217181,%5B%EC%8B%A0%EB%9D%BC%EB%8A%94+%EA%B2%BD%EC%A3%BC%EC%97%AC%ED%96%89+3%5D+%ED%99%A9%EB%A6%AC%EB%8B%A8%EA%B8%B8+%ED%95%9C%EC%8B%9D+%EB%B0%A5%EC%A7%91+%ED%99%94%EC%96%91%EC%97%B0%ED%99%94,22,7,0,24.0,,2023. 9. 19.,2,True,False,0,0,0,0,0,
,223215491534,%EB%B9%84+%EC%98%A4%EB%8A%94+%EB%82%A0+%EC%9E%AC%EC%9E%98%EC%9E%AC%EC%9E%98+%7C+%EC%9D%B4%EC%88%98%EC%97%AD+%EC%82%B0%EC%B1%85,22,7,0,13.0,,2023. 9. 19.,2,True,False,0,0,0,0,0,
,223215206523,%5B%EC%8B%A0%EB%9D%BC%EB%8A%94+%EA%B2%BD%EC%A3%BC%EC%97%AC%ED%96%89+2%5D+%ED%99%A9%EB%A6%AC%EB%8B%A8%EA%B8%B8+%ED%95%9C%EC%8B%9D+%EA%B0%90%EC%84%B1+%EB%A7%9B%EC%A7%91+%EC%88%98%EA%B2%BD%EC%82%AC,22,7,0,9.0,,2023. 9. 18.,2,True,False,0,0,0,0,0,
,223214135051,%5B+%EC%97%84%EB%A7%88+%EC%83%9D%EC%9D%BC+%EA%B8%B0%EB%85%90+2+%5D+N%EC%84%9C%EC%9A%B8%ED%83%80%EC%9B%8C+%EB%A7%9B%EC%A7%91+%EB%A0%88%EC%8A%A4%ED%86%A0%EB%9E%91+%ED%95%9C%EC%BF%A1,22,7,0,17.0,,2023. 9. 17.,2,True,False,0,0,0,0,0,
,223213430448,%EC%AF%94%EC%96%91%EB%B6%84%EC%8B%9D%EC%A7%91+%EC%9D%B4%EC%88%98%EC%97%AD+%EB%A7%9B%EC%A7%91+%EC%A0%95%EC%9B%90%EB%B6%84%EC%8B%9D+%EC%AF%94%EC%96%91%EA%B0%84%EC%8B%9D%EC%84%B8%ED%8A%B8+%7C+%ED%8F%89%EC%9D%BC+%EC%A0%80%EB%85%81+%EB%B0%A9%EB%AC%B8+%ED%9B%84%EA%B8%B0,6,7,0,16.0,,2023. 9. 16.,2,True,False,0,0,0,0,0,
,223212013907,%EB%8A%90%EB%82%8C%ED%91%9C%EC%82%B4%EC%9D%B8%EB%A7%88+%EA%B3%B0%EC%9D%B4,19,15,0,2.0,,2023. 9. 15.,2,True,False,0,0,0,0,0,
,223210550453,%EC%98%A4%EB%8A%98%EC%9D%98+%EA%B0%90%EC%82%AC%ED%95%9C+%EC%9D%BC+5%EA%B0%9C,19,15,0,8.0,,2023. 9. 13.,2,True,False,0,0,0,0,0,
,223210528256,%EC%83%88+%EC%9E%90%EC%A0%84%EA%B1%B0%EB%A5%BC+%ED%83%80%EA%B3%A0+%EB%8B%AC%EB%A0%A4%EB%B3%B4%EC%9E%90+%ED%8F%B4%EC%A7%9D%21+%7C+%EC%9C%84%EB%A1%80+%EC%9E%90%EC%A0%84%EA%B1%B0+%EC%88%98%EB%A6%AC%EC%A0%90+%EB%AA%A8%EC%85%98%EB%B0%94%EC%9D%B4%ED%81%AC,22,7,0,4.0,,2023. 9. 13.,2,True,False,0,0,0,0,0,
,223210422658,%5B+%EC%97%84%EB%A7%88+%EC%83%9D%EC%9D%BC+%EA%B8%B0%EB%85%90+1+%5D+%EB%A1%AF%EB%8D%B0%ED%98%B8%ED%85%94+%EC%84%9C%EC%9A%B8+LG+%EC%8B%9C%EB%84%A4%EB%B9%94+%EB%A6%AC%EB%B7%B0,22,7,0,,,2023. 9. 13.,2,True,False,0,0,0,0,0,
,223209852242,%EA%B4%91%ED%99%94%EB%AC%B8+%EC%84%9C%EC%B4%8C+%EB%8D%B0%EC%9D%B4%ED%8A%B8+%EB%A7%9B%EC%A7%91+%EB%8F%84%ED%86%A0%EB%A6%AC+%EB%B8%8C%EB%9D%BC%EB%8D%94%EC%8A%A4+%7C+%EB%A6%AC%EB%B7%B0+%EC%98%88%EC%95%BD+%EC%9B%A8%EC%9D%B4%ED%8C%85,6,7,0,10.0,,2023. 9. 13.,2,True,False,0,0,0,0,0,
,223209292860,%5B%EB%AC%B4%EC%9E%91%EC%A0%95+%EA%B0%95%EB%A6%89+%ED%9C%B4%EA%B0%80+%EC%97%AC%ED%96%89+3%5D+%EA%B0%95%EB%A6%89+%EA%B2%BD%ED%8F%AC%EB%8C%80+%EC%97%AC%ED%96%89+%EC%BD%94%EC%8A%A4+%EC%84%A0%EB%AC%BC+%EC%B9%B4%ED%8E%98+%EB%93%B1,22,7,0,6.0,,2023. 9. 12.,2,True,False,0,0,0,0,0,
,223209270938,%EB%B9%84%EA%B1%B4+%EC%95%8C%EB%A6%AC%EC%98%A4%EC%98%AC%EB%A6%AC%EC%98%A4+%EB%A0%88%EC%8B%9C%ED%94%BC+%EA%B3%B5%EC%9C%A0%ED%95%B4%EB%93%9C%EB%A6%BC%21+%ED%8C%8C%EC%8A%A4%ED%83%80+%EC%B9%BC%EB%A1%9C%EB%A6%AC+%EB%8B%A4%EC%9D%B4%EC%96%B4%ED%8A%B8+%ED%8C%8C%EC%8A%A4%ED%83%80%EB%A9%B4+%EC%82%B6%EA%B8%B0+%EC%8B%9C%EA%B0%84,24,7,0,3.0,,2023. 9. 12.,2,True,False,0,0,0,0,0,
,223209157148,%EC%84%9C%EC%B4%88%EB%8F%99+%EB%AC%B4%EC%9D%B8%EC%B9%B4%ED%8E%98+%EB%B9%84%ED%8A%B8%EB%B0%95%EC%8A%A4+%EC%84%9C%EC%B4%88%EC%A0%90+%EB%8B%A4%EB%85%80%EC%99%94%EC%96%B4%EC%9A%94+%7C+%EC%84%9C%EC%B4%88%EC%97%AD+24%EC%8B%9C%EA%B0%84+%EB%A1%9C%EB%B4%87%EC%B9%B4%ED%8E%98+%EB%B9%84%ED%8A%B8+b%3Beat,6,7,0,6.0,,2023. 9. 12.,2,True,False,0,0,0,0,0,
,223207737910,%5B%EB%AC%B4%EC%9E%91%EC%A0%95+%EA%B0%95%EB%A6%89+%ED%9C%B4%EA%B0%80+%EC%97%AC%ED%96%89+2%5D+%EA%B0%95%EB%A6%89+%EA%B2%BD%ED%8F%AC%EB%8C%80+%EC%B4%88%EB%8B%B9%EB%A7%88%EC%9D%84+%EB%A7%9B%EC%A7%91,22,7,0,,,2023. 9. 10.,2,True,False,0,0,0,0,0,
,223207352134,%5B%EB%AC%B4%EC%9E%91%EC%A0%95+%EA%B0%95%EB%A6%89+%ED%9C%B4%EA%B0%80+%EC%97%AC%ED%96%89+1%5D+%EA%B0%95%EB%A6%89+%EA%B0%80%EB%8A%94+%EB%B2%95+KTX+%EA%B0%95%EB%A6%89+%ED%8E%9C%EC%85%98+%EC%BD%94%EC%8A%A4+%EB%93%B1,22,7,0,,,2023. 9. 10.,2,True,False,0,0,0,0,0,
,223277141429,%5B%EA%B2%A8%EC%9A%B8+%ED%98%B8%EC%BA%89%EC%8A%A4+%EC%88%99%EC%86%8C+%EC%B6%94%EC%B2%9C%5D+%EC%A0%9C%EB%A1%9C%EB%A7%88%EC%A7%84+%EC%9D%B4%EB%B2%A4%ED%8A%B8+%EA%B0%80%EC%84%B1%EB%B9%84+%EC%B5%9C%EC%A0%80%EA%B0%80%EB%A1%9C+%EB%BD%95+%EB%BD%91%EA%B8%B0%21+%7C+%EB%A1%AF%EB%8D%B0%ED%98%B8%ED%85%94%EC%9B%94%EB%93%9C%2C+%ED%8C%8C%EB%9D%BC%EC%8A%A4%ED%8C%8C%EB%9D%BC+%EC%98%88%EC%95%BD,22,7,0,12.0,,2023. 11. 28.,2,True,False,0,0,0,0,0,
,223275444990,%5B%EC%9D%B4%EC%88%98%EC%97%AD%5D+%EB%85%B8%EC%95%84%EC%9D%B4%EB%94%94%EC%96%B4%ED%94%BC%EC%9E%90+%ED%95%98%ED%94%84+%EA%B7%B8%EB%A6%B0%ED%95%91%ED%81%AC+%EC%BD%A4%EB%B9%84%EB%84%A4%EC%9D%B4%EC%85%98+%EB%9D%BC%EC%A7%80+%EC%82%AC%EC%9D%B4%EC%A6%88+%7C+%EC%82%AC%EB%8B%B9%ED%94%BC%EC%9E%90%EB%A7%9B%EC%A7%91,23,23,0,29.0,,2023. 11. 26.,2,True,False,0,0,0,0,0,
